Site,Year,Month,Day,Hour,value,Duration
Beijing,2015,3,4,8,20,Valid
Beijing,2015,3,4,9,18,Valid
Beijing,2015,3,4,10,15,Valid
Beijing,2015,3,4,11,9,Valid
Beijing,2015,3,4,12,12,Valid
Beijing,2015,3,4,13,18,Valid
Beijing,2015,3,4,14,31,Valid
Beijing,2015,3,4,15,23,Valid
Beijing,2015,3,4,16,23,Valid
Beijing,2015,3,4,17,21,Valid
Beijing,2015,3,4,18,31,Valid
Beijing,2015,3,4,19,38,Valid
Beijing,2015,3,4,20,42,Valid
Beijing,2015,3,4,21,55,Valid
Beijing,2015,3,4,22,60,Valid
Beijing,2015,3,4,23,75,Valid
Beijing,2015,3,5,0,95,Valid
Beijing,2015,3,5,1,110,Valid
Beijing,2015,3,5,2,123,Valid
Beijing,2015,3,5,3,132,Valid
Beijing,2015,3,5,4,111,Valid
Beijing,2015,3,5,5,118,Valid
Beijing,2015,3,5,6,133,Valid
Beijing,2015,3,5,7,135,Valid
Beijing,2015,3,5,8,134,Valid
Beijing,2015,3,5,9,144,Valid
Beijing,2015,3,5,10,162,Valid
Beijing,2015,3,5,11,97,Valid
Beijing,2015,3,5,12,93,Valid
Beijing,2015,3,5,13,65,Valid
Beijing,2015,3,5,14,62,Valid
Beijing,2015,3,5,15,70,Valid
Beijing,2015,3,5,16,73,Valid
Beijing,2015,3,5,17,73,Valid
Beijing,2015,3,5,18,75,Valid
Beijing,2015,3,5,19,93,Valid
Beijing,2015,3,5,20,140,Valid
Beijing,2015,3,5,21,162,Valid
Beijing,2015,3,5,22,153,Valid
Beijing,2015,3,5,23,142,Valid
Beijing,2015,3,6,0,118,Valid
Beijing,2015,3,6,1,144,Valid
Beijing,2015,3,6,2,201,Valid
Beijing,2015,3,6,3,181,Valid
Beijing,2015,3,6,4,178,Valid
Beijing,2015,3,6,5,164,Valid
Beijing,2015,3,6,6,165,Valid
Beijing,2015,3,6,7,155,Valid
Beijing,2015,3,6,8,154,Valid
Beijing,2015,3,6,9,171,Valid
Beijing,2015,3,6,10,180,Valid
Beijing,2015,3,6,11,203,Valid
Beijing,2015,3,6,12,213,Valid
Beijing,2015,3,6,13,215,Valid
Beijing,2015,3,6,14,215,Valid
Beijing,2015,3,6,15,189,Valid
Beijing,2015,3,6,16,211,Valid
Beijing,2015,3,6,17,231,Valid
Beijing,2015,3,6,18,243,Valid
Beijing,2015,3,6,19,253,Valid
Beijing,2015,3,6,20,286,Valid
Beijing,2015,3,6,21,288,Valid
Beijing,2015,3,6,22,316,Valid
Beijing,2015,3,6,23,313,Valid
Beijing,2015,3,7,0,301,Valid
Beijing,2015,3,7,1,280,Valid
Beijing,2015,3,7,2,281,Valid
Beijing,2015,3,7,3,276,Valid
Beijing,2015,3,7,4,262,Valid
Beijing,2015,3,7,5,240,Valid
Beijing,2015,3,7,6,244,Valid
Beijing,2015,3,7,7,221,Valid
Beijing,2015,3,7,8,220,Valid
Beijing,2015,3,7,9,222,Valid
Beijing,2015,3,7,10,234,Valid
Beijing,2015,3,7,11,219,Valid
Beijing,2015,3,7,12,211,Valid
Beijing,2015,3,7,13,197,Valid
Beijing,2015,3,7,14,176,Valid
Beijing,2015,3,7,15,190,Valid
Beijing,2015,3,7,16,194,Valid
Beijing,2015,3,7,17,200,Valid
Beijing,2015,3,7,18,201,Valid
Beijing,2015,3,7,19,214,Valid
Beijing,2015,3,7,20,226,Valid
Beijing,2015,3,7,21,231,Valid
Beijing,2015,3,7,22,220,Valid
Beijing,2015,3,7,23,213,Valid
Beijing,2015,3,8,0,201,Valid
Beijing,2015,3,8,1,217,Valid
Beijing,2015,3,8,3,228,Valid
Beijing,2015,3,8,3,217,Valid
Beijing,2015,3,8,4,223,Valid
Beijing,2015,3,8,5,203,Valid
Beijing,2015,3,8,6,214,Valid
Beijing,2015,3,8,7,238,Valid
Beijing,2015,3,8,8,256,Valid
Beijing,2015,3,8,9,245,Valid
Beijing,2015,3,8,10,237,Valid
Beijing,2015,3,8,11,125,Valid
Beijing,2015,3,8,12,12,Valid
Beijing,2015,3,8,13,12,Valid
Beijing,2015,3,8,14,11,Valid
Beijing,2015,3,8,15,12,Valid
Beijing,2015,3,8,16,9,Valid
Beijing,2015,3,8,17,10,Valid
Beijing,2015,3,8,18,7,Valid
Beijing,2015,3,8,19,8,Valid
Beijing,2015,3,8,20,14,Valid
Beijing,2015,3,8,21,9,Valid
Beijing,2015,3,8,22,17,Valid
Beijing,2015,3,8,23,10,Valid
Beijing,2015,3,9,0,7,Valid
Beijing,2015,3,9,1,10,Valid
Beijing,2015,3,9,2,5,Valid
Beijing,2015,3,9,3,5,Valid
Beijing,2015,3,9,4,4,Valid
Beijing,2015,3,9,5,4,Valid
Beijing,2015,3,9,6,3,Valid
Beijing,2015,3,9,7,2,Valid
Beijing,2015,3,9,8,6,Valid
Beijing,2015,3,9,9,15,Valid
Beijing,2015,3,9,10,8,Valid
Beijing,2015,3,9,11,10,Valid
Beijing,2015,3,9,12,9,Valid
Beijing,2015,3,9,13,8,Valid
Beijing,2015,3,9,14,10,Valid
Beijing,2015,3,9,15,11,Valid
Beijing,2015,3,9,16,8,Valid
Beijing,2015,3,9,17,5,Valid
Beijing,2015,3,9,18,8,Valid
Beijing,2015,3,9,19,8,Valid
Beijing,2015,3,9,20,9,Valid
Beijing,2015,3,9,21,8,Valid
Beijing,2015,3,9,22,10,Valid
Beijing,2015,3,9,23,8,Valid
Beijing,2015,3,10,0,9,Valid
Beijing,2015,3,10,1,7,Valid
Beijing,2015,3,10,2,4,Valid
Beijing,2015,3,10,3,2,Valid
Beijing,2015,3,10,4,7,Valid
Beijing,2015,3,10,5,8,Valid
Beijing,2015,3,10,6,22,Valid
Beijing,2015,3,10,7,33,Valid
Beijing,2015,3,10,8,38,Valid
Beijing,2015,3,10,9,25,Valid
Beijing,2015,3,10,10,8,Valid
Beijing,2015,3,10,11,16,Valid
Beijing,2015,3,10,12,15,Valid
Beijing,2015,3,10,13,26,Valid
Beijing,2015,3,10,14,37,Valid
Beijing,2015,3,10,15,39,Valid
Beijing,2015,3,10,16,35,Valid
Beijing,2015,3,10,17,30,Valid
Beijing,2015,3,10,18,36,Valid
Beijing,2015,3,10,19,66,Valid
Beijing,2015,3,10,20,71,Valid
Beijing,2015,3,10,21,72,Valid
Beijing,2015,3,10,22,72,Valid
Beijing,2015,3,10,23,78,Valid
Beijing,2015,3,11,0,75,Valid
Beijing,2015,3,11,1,93,Valid
Beijing,2015,3,11,2,104,Valid
Beijing,2015,3,11,3,98,Valid
Beijing,2015,3,11,4,101,Valid
Beijing,2015,3,11,5,93,Valid
Beijing,2015,3,11,6,85,Valid
Beijing,2015,3,11,7,31,Valid
Beijing,2015,3,11,8,31,Valid
Beijing,2015,3,11,9,17,Valid
Beijing,2015,3,11,10,6,Valid
Beijing,2015,3,11,11,16,Valid
Beijing,2015,3,11,12,11,Valid
Beijing,2015,3,11,13,14,Valid
Beijing,2015,3,11,14,15,Valid
Beijing,2015,3,11,15,18,Valid
Beijing,2015,3,11,16,15,Valid
Beijing,2015,3,11,17,18,Valid
Beijing,2015,3,11,18,23,Valid
Beijing,2015,3,11,19,33,Valid
Beijing,2015,3,11,20,39,Valid
Beijing,2015,3,11,21,44,Valid
Beijing,2015,3,11,22,55,Valid
Beijing,2015,3,11,23,76,Valid
Beijing,2015,3,12,0,77,Valid
Beijing,2015,3,12,1,73,Valid
Beijing,2015,3,12,2,74,Valid
Beijing,2015,3,12,3,81,Valid
Beijing,2015,3,12,4,83,Valid
Beijing,2015,3,12,5,93,Valid
Beijing,2015,3,12,6,94,Valid
Beijing,2015,3,12,7,88,Valid
Beijing,2015,3,12,8,85,Valid
Beijing,2015,3,12,9,89,Valid
Beijing,2015,3,12,10,78,Valid
Beijing,2015,3,12,11,86,Valid
Beijing,2015,3,12,12,63,Valid
Beijing,2015,3,12,13,47,Valid
Beijing,2015,3,12,14,42,Valid
Beijing,2015,3,12,15,30,Valid
Beijing,2015,3,12,16,46,Valid
Beijing,2015,3,12,17,59,Valid
Beijing,2015,3,12,18,75,Valid
Beijing,2015,3,12,19,90,Valid
Beijing,2015,3,12,20,86,Valid
Beijing,2015,3,12,21,84,Valid
Beijing,2015,3,12,22,111,Valid
Beijing,2015,3,12,23,125,Valid
Beijing,2015,3,13,0,146,Valid
Beijing,2015,3,13,1,134,Valid
Beijing,2015,3,13,2,123,Valid
Beijing,2015,3,13,3,110,Valid
Beijing,2015,3,13,4,111,Valid
Beijing,2015,3,13,5,126,Valid
Beijing,2015,3,13,6,130,Valid
Beijing,2015,3,13,7,155,Valid
Beijing,2015,3,13,8,118,Valid
Beijing,2015,3,13,9,40,Valid
Beijing,2015,3,13,10,26,Valid
Beijing,2015,3,13,11,17,Valid
Beijing,2015,3,13,12,21,Valid
Beijing,2015,3,13,13,17,Valid
Beijing,2015,3,13,14,9,Valid
Beijing,2015,3,13,15,18,Valid
Beijing,2015,3,13,16,16,Valid
Beijing,2015,3,13,17,12,Valid
Beijing,2015,3,13,18,27,Valid
Beijing,2015,3,13,19,34,Valid
Beijing,2015,3,13,20,41,Valid
Beijing,2015,3,13,21,41,Valid
Beijing,2015,3,13,22,96,Valid
Beijing,2015,3,13,23,92,Valid
Beijing,2015,3,14,0,70,Valid
Beijing,2015,3,14,1,67,Valid
Beijing,2015,3,14,2,62,Valid
Beijing,2015,3,14,3,59,Valid
Beijing,2015,3,14,4,54,Valid
Beijing,2015,3,14,5,56,Valid
Beijing,2015,3,14,6,67,Valid
Beijing,2015,3,14,7,74,Valid
Beijing,2015,3,14,8,82,Valid
Beijing,2015,3,14,9,84,Valid
Beijing,2015,3,14,10,99,Valid
Beijing,2015,3,14,11,116,Valid
Beijing,2015,3,14,12,124,Valid
Beijing,2015,3,14,13,131,Valid
Beijing,2015,3,14,14,120,Valid
Beijing,2015,3,14,15,107,Valid
Beijing,2015,3,14,16,112,Valid
Beijing,2015,3,14,17,120,Valid
Beijing,2015,3,14,18,119,Valid
Beijing,2015,3,14,19,144,Valid
Beijing,2015,3,14,20,135,Valid
Beijing,2015,3,14,21,163,Valid
Beijing,2015,3,14,22,165,Valid
Beijing,2015,3,14,23,162,Valid
Beijing,2015,3,15,0,162,Valid
Beijing,2015,3,15,1,154,Valid
Beijing,2015,3,15,2,150,Valid
Beijing,2015,3,15,3,148,Valid
Beijing,2015,3,15,4,149,Valid
Beijing,2015,3,15,5,171,Valid
Beijing,2015,3,15,6,187,Valid
Beijing,2015,3,15,7,191,Valid
Beijing,2015,3,15,8,155,Valid
Beijing,2015,3,15,9,83,Valid
Beijing,2015,3,15,10,89,Valid
Beijing,2015,3,15,11,91,Valid
Beijing,2015,3,15,12,59,Valid
Beijing,2015,3,15,13,60,Valid
Beijing,2015,3,15,14,58,Valid
Beijing,2015,3,15,15,89,Valid
Beijing,2015,3,15,16,77,Valid
Beijing,2015,3,15,17,80,Valid
Beijing,2015,3,15,18,80,Valid
Beijing,2015,3,15,19,88,Valid
Beijing,2015,3,15,20,108,Valid
Beijing,2015,3,15,21,129,Valid
Beijing,2015,3,15,22,137,Valid
Beijing,2015,3,15,23,140,Valid
Beijing,2015,3,16,0,153,Valid
Beijing,2015,3,16,1,160,Valid
Beijing,2015,3,16,2,140,Valid
Beijing,2015,3,16,3,114,Valid
Beijing,2015,3,16,4,110,Valid
Beijing,2015,3,16,5,132,Valid
Beijing,2015,3,16,6,125,Valid
Beijing,2015,3,16,7,131,Valid
Beijing,2015,3,16,8,144,Valid
Beijing,2015,3,16,9,162,Valid
Beijing,2015,3,16,10,183,Valid
Beijing,2015,3,16,11,197,Valid
Beijing,2015,3,16,12,224,Valid
Beijing,2015,3,16,13,242,Valid
Beijing,2015,3,16,14,256,Valid
Beijing,2015,3,16,15,266,Valid
Beijing,2015,3,16,16,293,Valid
Beijing,2015,3,16,17,305,Valid
Beijing,2015,3,16,18,302,Valid
Beijing,2015,3,16,19,311,Valid
Beijing,2015,3,16,20,302,Valid
Beijing,2015,3,16,21,305,Valid
Beijing,2015,3,16,22,312,Valid
Beijing,2015,3,16,23,318,Valid
Beijing,2015,3,17,0,313,Valid
Beijing,2015,3,17,1,318,Valid
Beijing,2015,3,17,2,309,Valid
Beijing,2015,3,17,3,311,Valid
Beijing,2015,3,17,4,313,Valid
Beijing,2015,3,17,5,311,Valid
Beijing,2015,3,17,6,303,Valid
Beijing,2015,3,17,7,304,Valid
Beijing,2015,3,17,8,315,Valid
Beijing,2015,3,17,9,317,Valid
Beijing,2015,3,17,10,211,Valid
Beijing,2015,3,17,11,150,Valid
Beijing,2015,3,17,12,143,Valid
Beijing,2015,3,17,13,119,Valid
Beijing,2015,3,17,14,93,Valid
Beijing,2015,3,17,15,133,Valid
Beijing,2015,3,17,16,144,Valid
Beijing,2015,3,17,17,128,Valid
Beijing,2015,3,17,18,136,Valid
Beijing,2015,3,17,19,113,Valid
Beijing,2015,3,17,20,90,Valid
Beijing,2015,3,17,21,38,Valid
Beijing,2015,3,17,22,29,Valid
Beijing,2015,3,17,23,34,Valid
Beijing,2015,3,18,0,31,Valid
Beijing,2015,3,18,1,29,Valid
Beijing,2015,3,18,2,27,Valid
Beijing,2015,3,18,3,25,Valid
Beijing,2015,3,18,4,21,Valid
Beijing,2015,3,18,5,30,Valid
Beijing,2015,3,18,6,35,Valid
Beijing,2015,3,18,7,56,Valid
Beijing,2015,3,18,8,40,Valid
Beijing,2015,3,18,9,34,Valid
Beijing,2015,3,18,10,36,Valid
Beijing,2015,3,18,11,35,Valid
Beijing,2015,3,18,12,30,Valid
Beijing,2015,3,18,13,41,Valid
Beijing,2015,3,18,14,43,Valid
Beijing,2015,3,18,15,48,Valid
Beijing,2015,3,18,16,48,Valid
Beijing,2015,3,18,17,58,Valid
Beijing,2015,3,18,18,67,Valid
Beijing,2015,3,18,19,73,Valid
Beijing,2015,3,18,20,80,Valid
Beijing,2015,3,18,21,104,Valid
Beijing,2015,3,18,22,103,Valid
Beijing,2015,3,18,23,125,Valid
Beijing,2015,3,19,0,113,Valid
Beijing,2015,3,19,1,133,Valid
Beijing,2015,3,19,2,90,Valid
Beijing,2015,3,19,3,89,Valid
Beijing,2015,3,19,4,79,Valid
Beijing,2015,3,19,5,78,Valid
Beijing,2015,3,19,6,81,Valid
Beijing,2015,3,19,7,110,Valid
Beijing,2015,3,19,8,112,Valid
Beijing,2015,3,19,9,97,Valid
Beijing,2015,3,19,10,100,Valid
Beijing,2015,3,19,11,80,Valid
Beijing,2015,3,19,12,60,Valid
Beijing,2015,3,19,13,57,Valid
Beijing,2015,3,19,14,53,Valid
Beijing,2015,3,19,15,60,Valid
Beijing,2015,3,19,16,62,Valid
Beijing,2015,3,19,17,77,Valid
Beijing,2015,3,19,18,79,Valid
Beijing,2015,3,19,19,100,Valid
Beijing,2015,3,19,20,122,Valid
Beijing,2015,3,19,21,136,Valid
Beijing,2015,3,19,22,138,Valid
Beijing,2015,3,19,23,116,Valid
Beijing,2015,3,20,0,120,Valid
Beijing,2015,3,20,1,78,Valid
Beijing,2015,3,20,2,53,Valid
Beijing,2015,3,20,3,37,Valid
Beijing,2015,3,20,4,28,Valid
Beijing,2015,3,20,5,31,Valid
Beijing,2015,3,20,6,32,Valid
Beijing,2015,3,20,7,33,Valid
Beijing,2015,3,20,8,30,Valid
Beijing,2015,3,20,9,25,Valid
Beijing,2015,3,20,10,26,Valid
Beijing,2015,3,20,11,33,Valid
Beijing,2015,3,20,12,38,Valid
Beijing,2015,3,20,13,43,Valid
Beijing,2015,3,20,14,36,Valid
Beijing,2015,3,20,15,37,Valid
Beijing,2015,3,20,16,38,Valid
Beijing,2015,3,20,17,38,Valid
Beijing,2015,3,20,18,40,Valid
Beijing,2015,3,20,19,39,Valid
Beijing,2015,3,20,20,47,Valid
Beijing,2015,3,20,21,54,Valid
Beijing,2015,3,20,22,53,Valid
Beijing,2015,3,20,23,56,Valid
Beijing,2015,3,21,0,54,Valid
Beijing,2015,3,21,1,41,Valid
Beijing,2015,3,21,2,30,Valid
Beijing,2015,3,21,3,27,Valid
Beijing,2015,3,21,4,18,Valid
Beijing,2015,3,21,5,26,Valid
Beijing,2015,3,21,6,15,Valid
Beijing,2015,3,21,7,18,Valid
Beijing,2015,3,21,8,17,Valid
Beijing,2015,3,21,9,12,Valid
Beijing,2015,3,21,10,14,Valid
Beijing,2015,3,21,11,13,Valid
Beijing,2015,3,21,12,13,Valid
Beijing,2015,3,21,13,11,Valid
Beijing,2015,3,21,14,12,Valid
Beijing,2015,3,21,15,7,Valid
Beijing,2015,3,21,16,0,Valid
Beijing,2015,3,21,17,6,Valid
Beijing,2015,3,21,18,8,Valid
Beijing,2015,3,21,19,8,Valid
Beijing,2015,3,21,20,17,Valid
Beijing,2015,3,21,21,14,Valid
Beijing,2015,3,21,22,18,Valid
Beijing,2015,3,21,23,29,Valid
Beijing,2015,3,22,0,47,Valid
Beijing,2015,3,22,1,33,Valid
Beijing,2015,3,22,2,26,Valid
Beijing,2015,3,22,3,17,Valid
Beijing,2015,3,22,4,18,Valid
Beijing,2015,3,22,5,11,Valid
Beijing,2015,3,22,6,8,Valid
Beijing,2015,3,22,7,10,Valid
Beijing,2015,3,22,8,8,Valid
Beijing,2015,3,22,9,16,Valid
Beijing,2015,3,22,10,16,Valid
Beijing,2015,3,22,11,6,Valid
Beijing,2015,3,22,12,9,Valid
Beijing,2015,3,22,13,9,Valid
Beijing,2015,3,22,14,15,Valid
Beijing,2015,3,22,15,15,Valid
Beijing,2015,3,22,16,17,Valid
Beijing,2015,3,22,17,19,Valid
Beijing,2015,3,22,18,24,Valid
Beijing,2015,3,22,19,54,Valid
Beijing,2015,3,22,20,42,Valid
Beijing,2015,3,22,21,33,Valid
Beijing,2015,3,22,22,35,Valid
Beijing,2015,3,22,23,41,Valid
Beijing,2015,3,23,0,41,Valid
Beijing,2015,3,23,1,47,Valid
Beijing,2015,3,23,2,47,Valid
Beijing,2015,3,23,3,51,Valid
Beijing,2015,3,23,4,66,Valid
Beijing,2015,3,23,5,55,Valid
Beijing,2015,3,23,6,57,Valid
Beijing,2015,3,23,7,73,Valid
Beijing,2015,3,23,8,66,Valid
Beijing,2015,3,23,9,48,Valid
Beijing,2015,3,23,10,26,Valid
Beijing,2015,3,23,11,13,Valid
Beijing,2015,3,23,12,8,Valid
Beijing,2015,3,23,13,11,Valid
Beijing,2015,3,23,14,11,Valid
Beijing,2015,3,23,15,12,Valid
Beijing,2015,3,23,16,11,Valid
Beijing,2015,3,23,17,18,Valid
Beijing,2015,3,23,18,17,Valid
Beijing,2015,3,23,19,27,Valid
Beijing,2015,3,23,20,37,Valid
Beijing,2015,3,23,21,44,Valid
Beijing,2015,3,23,22,44,Valid
Beijing,2015,3,23,23,45,Valid
Beijing,2015,3,24,0,60,Valid
Beijing,2015,3,24,1,80,Valid
Beijing,2015,3,24,2,111,Valid
Beijing,2015,3,24,3,86,Valid
Beijing,2015,3,24,4,69,Valid
Beijing,2015,3,24,5,74,Valid
Beijing,2015,3,24,6,61,Valid
Beijing,2015,3,24,7,64,Valid
Beijing,2015,3,24,8,71,Valid
Beijing,2015,3,24,9,65,Valid
Beijing,2015,3,24,10,73,Valid
Beijing,2015,3,24,11,70,Valid
Beijing,2015,3,24,12,64,Valid
Beijing,2015,3,24,13,64,Valid
Beijing,2015,3,24,14,70,Valid
Beijing,2015,3,24,15,70,Valid
Beijing,2015,3,24,16,75,Valid
Beijing,2015,3,24,17,105,Valid
Beijing,2015,3,24,18,101,Valid
Beijing,2015,3,24,19,116,Valid
Beijing,2015,3,24,20,125,Valid
Beijing,2015,3,24,21,134,Valid
Beijing,2015,3,24,22,146,Valid
Beijing,2015,3,24,23,140,Valid
Beijing,2015,3,25,0,115,Valid
Beijing,2015,3,25,1,126,Valid
Beijing,2015,3,25,2,122,Valid
Beijing,2015,3,25,3,118,Valid
Beijing,2015,3,25,4,125,Valid
Beijing,2015,3,25,5,127,Valid
Beijing,2015,3,25,6,126,Valid
Beijing,2015,3,25,7,134,Valid
Beijing,2015,3,25,8,126,Valid
Beijing,2015,3,25,9,146,Valid
Beijing,2015,3,25,10,151,Valid
Beijing,2015,3,25,11,153,Valid
Beijing,2015,3,25,12,158,Valid
Beijing,2015,3,25,13,151,Valid
Beijing,2015,3,25,14,101,Valid
Beijing,2015,3,25,15,96,Valid
Beijing,2015,3,25,16,85,Valid
Beijing,2015,3,25,17,97,Valid
Beijing,2015,3,25,18,98,Valid
Beijing,2015,3,25,19,125,Valid
Beijing,2015,3,25,20,129,Valid
Beijing,2015,3,25,21,102,Valid
Beijing,2015,3,25,22,89,Valid
Beijing,2015,3,25,23,92,Valid
Beijing,2015,3,26,0,99,Valid
Beijing,2015,3,26,1,99,Valid
Beijing,2015,3,26,2,110,Valid
Beijing,2015,3,26,3,103,Valid
Beijing,2015,3,26,4,113,Valid
Beijing,2015,3,26,5,114,Valid
Beijing,2015,3,26,6,125,Valid
Beijing,2015,3,26,7,139,Valid
Beijing,2015,3,26,8,143,Valid
Beijing,2015,3,26,9,151,Valid
Beijing,2015,3,26,10,147,Valid
Beijing,2015,3,26,11,122,Valid
Beijing,2015,3,26,12,95,Valid
Beijing,2015,3,26,13,89,Valid
Beijing,2015,3,26,14,77,Valid
Beijing,2015,3,26,15,60,Valid
Beijing,2015,3,26,16,60,Valid
Beijing,2015,3,26,17,80,Valid
Beijing,2015,3,26,18,84,Valid
Beijing,2015,3,26,19,89,Valid
Beijing,2015,3,26,20,69,Valid
Beijing,2015,3,26,21,75,Valid
Beijing,2015,3,26,22,70,Valid
Beijing,2015,3,26,23,60,Valid
Beijing,2015,3,27,0,56,Valid
Beijing,2015,3,27,1,58,Valid
Beijing,2015,3,27,2,62,Valid
Beijing,2015,3,27,3,69,Valid
Beijing,2015,3,27,4,69,Valid
Beijing,2015,3,27,5,69,Valid
Beijing,2015,3,27,6,75,Valid
Beijing,2015,3,27,7,90,Valid
Beijing,2015,3,27,8,97,Valid
Beijing,2015,3,27,9,95,Valid
Beijing,2015,3,27,10,106,Valid
Beijing,2015,3,27,11,118,Valid
Beijing,2015,3,27,12,115,Valid
Beijing,2015,3,27,13,109,Valid
Beijing,2015,3,27,14,,Missing
Beijing,2015,3,27,15,,Missing
Beijing,2015,3,27,16,,Missing
Beijing,2015,3,27,17,,Missing
Beijing,2015,3,27,18,,Missing
Beijing,2015,3,27,19,,Missing
Beijing,2015,3,27,20,,Missing
Beijing,2015,3,27,21,,Missing
Beijing,2015,3,27,22,,Missing
Beijing,2015,3,27,23,,Missing
Beijing,2015,3,28,0,,Missing
Beijing,2015,3,28,1,,Missing
Beijing,2015,3,28,2,,Missing
Beijing,2015,3,28,3,,Missing
Beijing,2015,3,28,4,,Missing
Beijing,2015,3,28,5,,Missing
Beijing,2015,3,28,6,,Missing
Beijing,2015,3,28,7,,Missing
Beijing,2015,3,28,8,,Missing
Beijing,2015,3,28,9,,Missing
Beijing,2015,3,28,10,,Missing
Beijing,2015,3,28,11,,Missing
Beijing,2015,3,28,12,,Missing
Beijing,2015,3,28,13,,Missing
Beijing,2015,3,28,14,,Missing
Beijing,2015,3,28,15,,Missing
Beijing,2015,3,28,16,,Missing
Beijing,2015,3,28,17,,Missing
Beijing,2015,3,28,18,24,Valid
Beijing,2015,3,28,19,20,Valid
Beijing,2015,3,28,20,30,Valid
Beijing,2015,3,28,21,35,Valid
Beijing,2015,3,28,22,43,Valid
Beijing,2015,3,28,23,32,Valid
Beijing,2015,3,29,0,40,Valid
Beijing,2015,3,29,1,64,Valid
Beijing,2015,3,29,2,73,Valid
Beijing,2015,3,29,3,55,Valid
Beijing,2015,3,29,4,52,Valid
Beijing,2015,3,29,5,71,Valid
Beijing,2015,3,29,6,56,Valid
Beijing,2015,3,29,7,63,Valid
Beijing,2015,3,29,8,118,Valid
Beijing,2015,3,29,9,144,Valid
Beijing,2015,3,29,10,127,Valid
Beijing,2015,3,29,11,142,Valid
Beijing,2015,3,29,12,139,Valid
Beijing,2015,3,29,13,,Missing
Beijing,2015,3,29,14,,Missing
Beijing,2015,3,29,15,,Missing
Beijing,2015,3,29,16,58,Valid
Beijing,2015,3,29,17,62,Valid
Beijing,2015,3,29,18,67,Valid
Beijing,2015,3,29,19,72,Valid
Beijing,2015,3,29,20,125,Valid
Beijing,2015,3,29,21,136,Valid
Beijing,2015,3,29,22,151,Valid
Beijing,2015,3,29,23,155,Valid
Beijing,2015,3,30,0,138,Valid
Beijing,2015,3,30,1,134,Valid
Beijing,2015,3,30,2,132,Valid
Beijing,2015,3,30,3,116,Valid
Beijing,2015,3,30,4,120,Valid
Beijing,2015,3,30,5,125,Valid
Beijing,2015,3,30,6,132,Valid
Beijing,2015,3,30,7,136,Valid
Beijing,2015,3,30,8,144,Valid
Beijing,2015,3,30,9,153,Valid
Beijing,2015,3,30,10,166,Valid
Beijing,2015,3,30,11,162,Valid
Beijing,2015,3,30,12,168,Valid
Beijing,2015,3,30,13,183,Valid
Beijing,2015,3,30,14,168,Valid
Beijing,2015,3,30,15,161,Valid
Beijing,2015,3,30,16,154,Valid
Beijing,2015,3,30,17,160,Valid
Beijing,2015,3,30,18,173,Valid
Beijing,2015,3,30,19,179,Valid
Beijing,2015,3,30,20,188,Valid
Beijing,2015,3,30,21,190,Valid
Beijing,2015,3,30,22,169,Valid
Beijing,2015,3,30,23,161,Valid
Beijing,2015,3,31,0,165,Valid
Beijing,2015,3,31,1,201,Valid
Beijing,2015,3,31,2,178,Valid
Beijing,2015,3,31,3,164,Valid
Beijing,2015,3,31,4,154,Valid
Beijing,2015,3,31,5,159,Valid
Beijing,2015,3,31,6,159,Valid
Beijing,2015,3,31,7,168,Valid
Beijing,2015,3,31,8,164,Valid
Beijing,2015,3,31,9,168,Valid
Beijing,2015,3,31,10,160,Valid
Beijing,2015,3,31,11,160,Valid
Beijing,2015,3,31,12,149,Valid
Beijing,2015,3,31,13,106,Valid
Beijing,2015,3,31,14,103,Valid
Beijing,2015,3,31,15,94,Valid
Beijing,2015,3,31,16,80,Valid
Beijing,2015,3,31,17,76,Valid
Beijing,2015,3,31,18,69,Valid
Beijing,2015,3,31,19,69,Valid
Beijing,2015,3,31,20,72,Valid
Beijing,2015,3,31,21,66,Valid
Beijing,2015,3,31,22,70,Valid
Beijing,2015,3,31,23,69,Valid
Beijing,2015,4,1,0,72,Valid
Beijing,2015,4,1,1,73,Valid
Beijing,2015,4,1,2,85,Valid
Beijing,2015,4,1,3,85,Valid
Beijing,2015,4,1,4,80,Valid
Beijing,2015,4,1,5,65,Valid
Beijing,2015,4,1,6,61,Valid
Beijing,2015,4,1,7,81,Valid
Beijing,2015,4,1,8,84,Valid
Beijing,2015,4,1,9,75,Valid
Beijing,2015,4,1,10,37,Valid
Beijing,2015,4,1,11,27,Valid
Beijing,2015,4,1,12,30,Valid
Beijing,2015,4,1,13,28,Valid
Beijing,2015,4,1,14,30,Valid
Beijing,2015,4,1,15,37,Valid
Beijing,2015,4,1,16,32,Valid
Beijing,2015,4,1,17,39,Valid
Beijing,2015,4,1,18,41,Valid
Beijing,2015,4,1,19,43,Valid
Beijing,2015,4,1,20,44,Valid
Beijing,2015,4,1,21,44,Valid
Beijing,2015,4,1,22,52,Valid
Beijing,2015,4,1,23,48,Valid
Beijing,2015,4,2,0,40,Valid
Beijing,2015,4,2,1,46,Valid
Beijing,2015,4,2,2,37,Valid
Beijing,2015,4,2,3,42,Valid
Beijing,2015,4,2,4,47,Valid
Beijing,2015,4,2,5,49,Valid
Beijing,2015,4,2,6,51,Valid
Beijing,2015,4,2,7,58,Valid
Beijing,2015,4,2,8,55,Valid
Beijing,2015,4,2,9,54,Valid
Beijing,2015,4,2,10,48,Valid
Beijing,2015,4,2,11,42,Valid
